client_clean,total_products,drug_products,food_products,countries_sourced,local_products,valid_products,import_pct,drug_pct
"Shalom Generation Ventures, Wlitey-Akatsi, V/R",1,0,1,1,1,1,0.0,0.0
"Sham Bonayo Ent., Ns. 364-9533 Tamale",1,0,1,0,0,0,100.0,0.0
Shandong Weigao Orthopaedic Device Co. Limited,1,0,0,1,0,1,100.0,0.0
Shandong Xinghua Pharmaceuticals Co. Limited,1,1,0,0,0,1,100.0,100.0
Shanghai Desano Bio Pharmaceuticals Co Limited,1,1,0,1,0,1,100.0,100.0
Shanghai Desano Bio Pharmaceuticals Co Limited 1479 Zhanghang Road Shanghai Pilot Free Trade Zone Shanghai 201202 China,1,1,0,0,0,1,100.0,100.0
Shanghai Desano Bio Pharmaceuticals Co Limited 1479 Zhanghang Road Shanghai Pilot Freee Trade Zone Shanghai 201202 China,1,1,0,0,0,1,100.0,100.0
Shanshai Foru Pharmaceuticals Development Co,1,1,0,0,0,1,100.0,100.0
"Serum Institute Of India Private Limited. 212/2 Hadaspar, Pune-411028, Maharajtra State, India",1,1,0,1,0,1,100.0,100.0
Bedita Pharmaceuticals P O Box Ct 3780 Accra,1,1,0,0,0,1,100.0,100.0
"Bedita Pharmacy Blohum Street, Dzorwulu Near Sid Theatre",1,1,0,0,0,1,100.0,100.0
Baoding Jizhong Pharmaceutical Co Limited No 1 Zhixin Street Gaoyang Industrial Park Baoding City Hebei Province China,1,1,0,0,0,1,100.0,100.0
"Sharp Herbs, A/R",1,0,1,1,1,1,0.0,0.0
"Sharp Ice Natural Mineral Water, A/R",1,0,1,1,1,1,0.0,0.0
"Shea Delight Co. Limited., Kumasi, A/R",1,0,1,1,1,1,0.0,0.0
Sheame Ventures,1,0,1,1,1,1,0.0,0.0
"Sheballi Bia Rich Water Business Ent., Ny Blk B63 Nyohani Tamale",1,0,1,1,1,1,0.0,0.0
"Sheee Beauty Makeovers., Accra",1,0,1,0,0,0,100.0,0.0
"Shekinah Holdings Limited, Accra",1,0,1,1,1,1,0.0,0.0
"Shifaa Agribusiness & Allied Services, Accra",1,0,1,1,1,0,0.0,0.0
"Shik Vintage Foods, Accra",1,0,0,1,1,0,0.0,0.0
"Shining Green Farm & Foods., Accra",1,0,1,1,1,1,0.0,0.0
"Bb Brothers Limited., Accra",1,0,1,1,0,1,100.0,0.0
"Bcnkmy Ent., Accra",1,0,1,1,1,1,0.0,0.0
Bd-Harn'S Purified Drinking Water,1,0,1,1,1,1,0.0,0.0
Be Free Herbal Klinic,1,0,0,1,1,1,0.0,0.0
Beautiful Creations Company Limited,1,0,0,1,0,1,100.0,0.0
"Shira Purified Water, Xs-00013-4512 Tumu, Uw/R",1,0,1,1,1,1,0.0,0.0
Shito Classy & Trading Ventures,1,0,1,1,1,1,0.0,0.0
"Shitonova., Accra",1,0,1,1,1,1,0.0,0.0
"Shitowomu Urban Taste, Accra, Ga/R",1,0,1,1,1,1,0.0,0.0
Shivalik Pharma Gh. Limited,1,1,0,0,0,0,100.0,100.0
Shivalik Pharma Ghana Limited,1,1,0,1,0,0,100.0,100.0
Shivalik Pharma Limited,1,1,0,1,0,0,100.0,100.0
Shroalik Pharma Limited,1,1,0,0,0,0,100.0,100.0
"Shuotong Packaging Gh. Limited., Accra G/R",1,0,1,1,0,1,100.0,0.0
"Bawa International Ghana Limited - Post Box Gp 2692, Cantonments, Accra",1,1,0,1,0,1,100.0,100.0
"Baxter Healthcare Corporation - Baxter Parkway, Deerfield, Il 60015, United States",1,1,0,1,0,1,100.0,100.0
Baxter Holding B.V - Kobaltweg,1,1,0,1,0,1,100.0,100.0
Bayer,1,1,0,0,0,0,100.0,100.0
"Bayer Weimar Gmbh And Co. Kg - Doebereiner Str. 20 99427 Weimar, Germany",1,1,0,0,0,1,100.0,100.0
Bayer West Central Africa S.A,1,1,0,1,0,1,100.0,100.0
Bayer West-Central Africa S.A. Representative Office,1,1,0,0,0,1,100.0,100.0
Baseline Pharmaceuticals Limited - Opposite The Aayalolo Bus Terminal Near Cocoa House Tudu Accra,1,1,0,1,0,1,100.0,100.0
"Bash Prestige Ent., A/R",1,0,1,1,1,1,0.0,0.0
"Bassey Ice Mineral Water, Akyem Sankubenase, E/R",1,0,1,1,1,1,0.0,0.0
Bauta Logistics Limited,1,0,0,1,0,1,100.0,0.0
"Badawa Ent., Accra",1,0,1,1,0,1,100.0,0.0
"Sika Wo Wuram Nurseries And Agrochemical, Sunyani, B/R",1,0,1,1,1,1,0.0,0.0
"Silasdee Ent., Accra",1,0,1,1,0,1,100.0,0.0
Siljust Ventures,1,0,1,1,1,1,0.0,0.0
"Silvercrop Gh. Limited., Accra",1,0,1,1,0,1,100.0,0.0
Silverspoon Medical Enterprise,1,0,0,1,0,0,100.0,0.0
Simby Ventures,1,0,1,1,1,1,0.0,0.0
"Simplichef Foods, Accra, G/R",1,0,1,1,1,1,0.0,0.0
"Simply Green,Accra",1,0,1,1,1,1,0.0,0.0
"Simply Lounelle, Accra",1,0,1,1,1,1,0.0,0.0
"Sing Praises Drinking Water, Larbikrom, E/R",1,0,1,1,1,1,0.0,0.0
"Sip Ind., Limited., Accra",1,0,1,1,1,1,0.0,0.0
"Bake' Inn, Effiakuma No. 1, Wk-239-1357, W/R",1,0,1,1,1,1,0.0,0.0
"Bakers Choice Limited., Achimota",1,0,1,1,1,1,0.0,0.0
"Bamyap Ent. Limited., Kumasi, A/R",1,0,0,1,0,1,100.0,0.0
"Banana Republic Company Limited, Achimota",1,0,1,1,0,1,100.0,0.0
"Baner East Africa Limited,Thiraoutering Road Junction",1,1,0,1,0,1,100.0,100.0
Bange Beauty Zone,1,0,0,1,1,1,0.0,0.0
"Banna Royal Ent., A/R",1,0,1,1,1,1,0.0,0.0
"Banyan Trade And Investments Limited., Accra",1,0,1,1,0,1,100.0,0.0
"Sister Sardines And Mackerel Ventures,A/R",1,0,1,0,0,0,100.0,0.0
Situhi Filtered Water,1,0,1,1,1,1,0.0,0.0
"Ska Marlx Ent., Ho, V/R",1,0,1,1,1,1,0.0,0.0
"Sky Universal Trading Limited., Accra",1,0,1,1,0,1,100.0,0.0
"Skyrefresh Co. Limited., Accra",1,0,1,0,0,0,100.0,0.0
"Siblends Trading Enterprise, Spintex Road, G/R",1,0,1,1,0,1,100.0,0.0
"Baoding Sunlight Herb Medicament Co Limited - No 3881 Great Wall South Street. Baoding City, Hebei Province , China",1,1,0,1,0,1,100.0,100.0
Base Pharmacy,1,1,0,1,0,1,100.0,100.0
"Baabaa Agro Processing Limited., Accra",1,0,1,1,1,1,0.0,0.0
Baades Schulz Laboratories,1,1,0,1,0,0,100.0,100.0
Baah Herbal Centre,1,1,0,1,1,0,0.0,100.0
Baah Kwadwo Andrews Ent,1,0,1,1,1,1,0.0,0.0
Sly-Ben Ent,1,0,1,1,1,1,0.0,0.0
"Slydee1977 Business Vent., Accra",1,0,1,1,1,1,0.0,0.0
"Smart Base Logistics, Accra",1,0,1,1,0,1,100.0,0.0
"Snailry, Accra",1,0,1,0,0,0,100.0,0.0
Sniwt Regna Ghana Limited,1,0,1,1,0,1,100.0,0.0
"So Nkwa Hwe Limited., Accra",1,0,1,1,0,1,100.0,0.0
"Soabapa Green Projects, Gyakiti, E/R",1,0,1,1,1,0,0.0,0.0
Soap House Enterprise,1,1,0,1,1,1,0.0,100.0
Bahati Food Ventures,1,0,1,1,1,1,0.0,0.0
Bahaza Ya Herbal Center Limited,1,1,0,1,1,1,0.0,100.0
"Baidkay Inv., Accra",1,0,1,1,1,1,0.0,0.0
"Bak Food & Beverages Ent., Kwabeng, E/R",1,0,1,1,1,1,0.0,0.0
"B. B. Eagle Ent., Gomoa Mpota, C/R",1,0,1,1,1,1,0.0,0.0
B. Braun Medical Ghana Limited,1,1,0,1,0,1,100.0,100.0
"B. Dramani Ent., Wa, Uw/R",1,0,1,1,1,1,0.0,0.0
Ay Scientific Herbal Centre,1,1,0,1,1,1,0.0,100.0
"Socomed Pharma Private Limited. - Plot No A-1 Middc Phase-Ii Opp Sanghavi Garden, Manpada Road, Dombivali East - 421203, Tal: Dombivali City, Dist: Thane-Lone 24, India",1,1,0,1,0,1,100.0,100.0
"Socomed Pharma Private Limited. No. 3 Maruti Paradise, Sector-15, Cbd Belapur, Navi Mumbai, India",1,1,0,0,0,1,100.0,100.0
"Sogem Natural Mineral Water Ent, A/R",1,0,1,1,1,1,0.0,0.0
Sogenix Pharma Llp No 3 Maruti Paradise Plot No 93 95 Sector 15 Cbd Belapur Navi Mumbai 400 614 India,1,1,0,0,0,1,100.0,100.0
Sojeg City Ice Mineral Water & Beverages,1,0,1,1,1,1,0.0,0.0
Solana Cosmetics And Beauty Care Inc,1,0,0,1,0,1,100.0,0.0
"Slingshot Limited,Accra",1,0,1,1,0,1,100.0,0.0
B.B Enterprise,1,0,1,1,1,1,0.0,0.0
B.J Boatsons Trading Ventures,1,0,0,1,0,1,100.0,0.0
"B.M. Maltic Ent., Akosombo, E/R",1,0,1,1,1,1,0.0,0.0
"B.M.S General Trading Enterprise Xs-00013-4624, Tumu Uw/R",1,0,1,1,1,1,0.0,0.0
B.R. Barosha Ventures,1,0,1,1,1,1,0.0,0.0
"Ayowa 447 Ent., A/R",1,0,1,1,1,1,0.0,0.0
"Aywal-Ssin Ventures, Xw-0000-5854 Dobile 77, Wa",1,0,1,1,1,1,0.0,0.0
"Azasel Passion Ventures., Accra",1,0,1,1,1,1,0.0,0.0
"Solevo Ghana Limited, Accra",1,0,1,1,0,1,100.0,0.0
"Sommers Natural Flavors, Accra, Ga/R",1,0,1,1,1,1,0.0,0.0
Somochem,1,0,1,1,0,0,100.0,0.0
"Sonal Global Limited., Tema",1,0,1,1,0,1,100.0,0.0
Sooche Enterprise. Box 4 E/R,1,0,1,1,1,1,0.0,0.0
"Sore Nante Limited, Xw-O",1,0,1,1,1,1,0.0,0.0
Soso Jam And Trading Enterprise,1,0,1,1,1,1,0.0,0.0
Sourced Overseas Importers,1,0,0,1,0,1,100.0,0.0
South Villa,1,0,1,1,1,1,0.0,0.0
"Societhe Tea And Food Services, Accra",1,0,1,1,1,1,0.0,0.0
Azutech Solid Enterprise. By,1,0,1,1,1,1,0.0,0.0
B & O Pharma - Rm. A-522,1,1,0,1,0,1,100.0,100.0
B C Bencyn Pharmacy Limited Box 176 Navrogno,1,1,0,1,1,1,0.0,100.0
"St. Louisa Local Rice And Farms., Accra",1,0,1,1,1,1,0.0,0.0
"Southern Ice Mineral Water And Beverages, Liati -Torkor Junction",1,0,1,1,1,1,0.0,0.0
Soyefa,1,1,0,1,1,1,0.0,100.0
"Sparkling Ice Ent., Accra",1,0,1,1,1,1,0.0,0.0
"Sparkxx Foods And Beverages Co. Limited., Accra",1,0,1,0,0,0,100.0,0.0
Spb Agro-Processing Limited,1,0,1,1,1,1,0.0,0.0
"Special - Kash Ent., Accra",1,0,1,1,1,1,0.0,0.0
"Special Ice Co. Limited., Accra",1,0,1,1,1,1,0.0,0.0
Special Smile Mineral Water,1,0,1,1,1,1,0.0,0.0
"Specialty Beers Ghana Limited., Accra",1,0,1,1,1,1,0.0,0.0
"Spectra Spices., Accra",1,0,1,1,1,1,0.0,0.0
Spintex Pharmacy Limited,1,1,0,1,0,1,100.0,100.0
"Solana Foods Ent., Accra",1,0,1,1,0,1,100.0,0.0
"Aya Anowa Foods., Accra",1,0,1,1,1,1,0.0,0.0
"Ayikrist Ventures, Okorase Junction10- Koforidua",1,0,0,1,1,1,0.0,0.0
"Ayoko Global Standard Limited., Accra",1,0,1,1,1,1,0.0,0.0
Avetina Lifesciences Limited,1,1,0,1,0,1,100.0,100.0
"Avnash Industries Gh. Limited., Tamale, N/R",1,0,0,0,0,0,100.0,0.0
Awale Mineral Drinking Water,1,0,1,1,1,1,0.0,0.0
"Awerco Foods And Beverages Limited., Accr G/A",1,0,1,1,1,1,0.0,0.0
"Awudu Prime Link Limited., Accra",1,0,1,1,1,1,0.0,0.0
"Awurade Na Aye Bakery Limited, Brahabebome Rabb Junction Obuasi",1,0,1,1,0,1,100.0,0.0
Atlantic Lifesciences Limited Plot No. 16/10 Larpleku Tema-Aflao Road Accra,1,1,0,1,1,0,0.0,100.0
"Splash2020 Enterprise, C/R",1,0,1,1,1,1,0.0,0.0
"Spoude Limited. Co., Koforidua, E/R",1,0,1,1,1,1,0.0,0.0
Spring Field Water,1,0,1,0,0,0,100.0,0.0
"Spring Fresh-Ripples, Accra",1,0,1,1,1,1,0.0,0.0
"Spring Ice Filtered Water, Takoradi, W/R",1,0,1,1,1,1,0.0,0.0
"Spring Point Limited., Accra",1,0,1,1,0,1,100.0,0.0
"Spring Star Mineral Water, C/R",1,0,1,1,1,1,0.0,0.0
"Springo Water Resources, Adenta",1,0,1,1,1,1,0.0,0.0
Sri Tang Gloves,1,0,0,1,0,1,100.0,0.0
Aura Pharmaceuticals Pvt Limited 306 A Hari Om Plaza Mg Road Borivals,1,1,0,1,0,0,100.0,100.0
"Stada Arzneimittel Ag - Stadastrabe 2-18 61118 Bad Vilbel, Germany",1,1,0,1,0,1,100.0,100.0
Stak-Fam Co. Limited,1,0,0,1,0,1,100.0,0.0
"Stallion Industries & Investment Limited., Accra",1,1,0,1,0,1,100.0,100.0
Stallion Laboratories Private Limited - C-1B,1,1,0,1,0,1,100.0,100.0
"Standard Water And Beverages Limited, Brekumanso - Owuram, E/R",1,0,1,0,0,0,100.0,0.0
"Standard Water And Beverages., Accra",1,0,1,1,1,1,0.0,0.0
Star Laboratories,1,1,0,0,0,1,100.0,100.0
Staraid Care Limited,1,1,0,1,0,1,100.0,100.0
Spl Stereda Pharmaceuticals Limited - Block Factory Opposite Petrosol Filling Station Weija Accra,1,1,0,1,0,1,100.0,100.0
Aurum Pharmaceuticals Limited,1,1,0,1,0,1,100.0,100.0
"Authentic Visionary Organic Farms... Gm-119-6692, Oyarifa-Pantang.....Ga/R",1,0,1,1,1,1,0.0,0.0
Av Pac Mineral Water Ent,1,0,1,1,1,0,0.0,0.0
Ava Waters,1,0,1,1,1,1,0.0,0.0
"Avani Medics Gh.Limited., Accra",1,0,1,1,1,1,0.0,0.0
Avecon Healthcare Pvt Limited,1,0,0,1,0,1,100.0,0.0
"Ataase Farm Food Ent, Accra",1,0,1,1,1,1,0.0,0.0
"Atinka Possible Chips, Accra",1,0,1,1,1,1,0.0,0.0
"Atlantic Health Co.Limited., Accra, G/A",1,0,1,1,1,1,0.0,0.0
"Asmahstar Co. Limited., Kumasi, A/R",1,0,1,1,1,0,0.0,0.0
"Starfoods Global Invest., Limited., Accra",1,0,1,1,0,1,100.0,0.0
"Stargazer Seas Limited., Tema G/R",1,0,1,1,0,1,100.0,0.0
"Starr Life Sciences - House No 84 18 Junction Lashibi Spintex Road, Select",1,1,0,1,0,1,100.0,100.0
Steethess Adjoa Enterpriseacquarium Opposite Metro Masscc-006-2215Cape Coastcentral Region,1,0,0,0,0,0,100.0,0.0
"Stelladot Ent., Accra G/A",1,0,1,1,0,1,100.0,0.0
"Stellamaris Ent., Akatsi, V/R",1,0,1,1,1,1,0.0,0.0
Step 4 Ventures,1,0,0,1,0,1,100.0,0.0
"Atoz Distributors Limited., Accra",1,0,0,1,0,1,100.0,0.0
"Audhay Ventures., Accra",1,0,1,1,1,1,0.0,0.0
Aujess Company,1,1,0,1,1,1,0.0,100.0
"Auntie Mercy'S Special Shito. Plot 7A/A Near Emmalord Complex, Dumasua Bono Region",1,0,1,0,0,0,100.0,0.0
Aura Nutraceuticals Limited,1,1,0,1,0,1,100.0,100.0
"Assured Builders House, Accra",1,0,1,1,1,1,0.0,0.0
"Astrazeneca Uk Limited - Silk Road Business Park Charter Way Macclesfield Cheshire Sk 10 2Na United Kingdom , United Kingdom",1,1,0,1,0,1,100.0,100.0
"Stevat Ghana Company Limited, Tema. G/R",1,0,1,1,0,1,100.0,0.0
"Stevid-A Ventures, Ejisu, A/R",1,0,1,0,0,0,100.0,0.0
Stipps Company Limited,1,0,0,1,0,1,100.0,0.0
Stoke Trade Limited. Accra G/R,1,0,1,1,0,1,100.0,0.0
Storage Food Enterprise,1,0,0,1,0,1,100.0,0.0
"Stream Ice Natural Minieral Water, Accra",1,0,1,1,1,1,0.0,0.0
"Strides Pharma Science Limited - Strides House, Bilekahalli, Bannerghatta Road, Bangalore-560 076, India",1,1,0,1,0,1,100.0,100.0
"Su-Zet Limited. Accra, G/R",1,0,1,1,0,1,100.0,0.0
Sub - Zero Enterprise. Nkoranza Bono East Bo,1,0,1,1,1,1,0.0,0.0
"Staraid Care Limited, 5 Dome Pillar Road, Accra",1,1,0,0,0,1,100.0,100.0
"Astrazeneca Uk Limited, 1 Francis Crick Avenue, Cambridge Biomedical Campus, Cambridge Cb2 Oaa, United Kingdom",1,1,0,1,0,1,100.0,100.0
Asunmah Enterprise,1,0,0,1,1,1,0.0,0.0
Asuo Afram Chemists Limited,1,1,0,1,0,1,100.0,100.0
"At&L Afro Limited. Co., Accra",1,0,1,1,0,1,100.0,0.0
Ashton Trading Enterprise,1,0,0,1,0,1,100.0,0.0
"Asiedu Amega Herbal Bitters, Accra",1,0,1,1,1,1,0.0,0.0
Ask Foods Enterprise,1,0,1,1,1,1,0.0,0.0
"As Greena Farm Gh. Limited. Co., Accra",1,0,1,1,0,1,100.0,0.0
"Sufahid Ent., Accra",1,0,1,1,0,1,100.0,0.0
Suga Lifesciences,1,0,0,0,0,0,100.0,0.0
"Suhum Home Boy Ent., Suhum, E/R",1,0,1,1,1,1,0.0,0.0
Sukavani Herbal,1,0,1,1,1,1,0.0,0.0
Sumayi Herbal Centre,1,1,0,1,1,1,0.0,100.0
"Sun Natural Mineral Water, Accra",1,0,1,1,1,1,0.0,0.0
Aspee Pharmaceuticals,1,1,0,0,0,1,100.0,100.0
Aspire Mineral Water,1,0,1,1,1,0,0.0,0.0
"Assafuah Natural Water Limited, A/R",1,0,1,1,1,1,0.0,0.0
"Assemblies Of God Church Ghana, Apeguso, E/R",1,0,1,1,1,0,0.0,0.0
"Assemblies Of God, Ghana",1,0,1,1,1,1,0.0,0.0
Asston Pharmaceuticals Pvt Limited,1,1,0,0,0,1,100.0,100.0
"Suyaash Pharmaceuticals - 216/5-6, Village : Khundh, Vansda Road, Taluka : Chikhli, Dist : Navsari",1,1,0,1,0,1,100.0,100.0
"Suzy Bright Ent, Ho, V/R",1,0,1,1,1,1,0.0,0.0
"Sv Bread, Nkawkaw Near Nkawkaw White House",1,0,1,1,1,1,0.0,0.0
"Swan Grains., Accra, Gs",1,0,1,1,1,1,0.0,0.0
"Sundaes Cocktails Ven., Accra",1,0,1,1,1,1,0.0,0.0
"Sungtamah Trading Enterprise, Xw-0531-8064 South Sombo Res.Area, Wa Uw/R",1,0,1,1,1,1,0.0,0.0
"Sunnyvale Company Limited., Accra",1,0,1,1,0,1,100.0,0.0
Sunset Ventures,1,0,1,1,1,1,0.0,0.0
Sunshine Chops,1,0,1,1,1,1,0.0,0.0
"Suomo'S Food Products, Accra",1,0,1,1,1,1,0.0,0.0
"Super Excelle Agency. Tema, G/R",1,0,1,1,0,1,100.0,0.0
"Super Fresh Refreshing Water, Accra",1,0,1,1,1,1,0.0,0.0
Ascot Pharmacy Limited - Accra,1,1,0,1,0,1,100.0,100.0
Aseda Ne Adom Enterprise,1,0,1,1,0,1,100.0,0.0
"Asempa Natural Mineral Water, Adeiso, E/R",1,0,1,1,1,1,0.0,0.0
Asempa Pharmacy,1,1,0,0,0,1,100.0,100.0
"Asabs 1 Ventures, A/R",1,0,1,1,1,1,0.0,0.0
"Asafoatse Herbal Centre, Akote, E/R",1,0,1,1,1,1,0.0,0.0
Asamag Enterprise,1,0,1,1,0,1,100.0,0.0
"Asami Seidu Ent, Hamile, Uw/R",1,0,1,0,0,0,100.0,0.0
"Asanta Frozen Foods, Accra",1,0,1,1,1,1,0.0,0.0
"Asarcis Natural Mineral Water, Budumburam Asemase, Kasoa, C/R",1,0,1,1,1,1,0.0,0.0
"Asare'S Springs Manufacturing And Trading Ent., A/R",1,0,1,1,1,1,0.0,0.0
"Asboat - O Company. Limited., C/R",1,0,1,1,1,1,0.0,0.0
Ascend Lifesciences Limited,1,1,0,1,0,1,100.0,100.0
"Supreme Ent. Plot No. Cy Ex Block B 407, Gurugu, Ns-127-3839, Tamale-Nr",1,0,1,1,1,1,0.0,0.0
"Supreme Pod Industry Limited, A/R",1,0,1,1,1,1,0.0,0.0
"Sure Spring Ent., Nsawam, E/R",1,0,1,1,1,1,0.0,0.0
"Sureiss Purified Drinking Water, C/R",1,0,1,1,1,1,0.0,0.0
Surgecare Pharma Limited,1,1,0,1,0,1,100.0,100.0
"Survival Ice, Adeiso-Nsuo Abotah, E/R",1,0,1,1,1,1,0.0,0.0
"Suya Snack Limited., Accra",1,0,1,1,1,1,0.0,0.0
Tabaaraq Enterpriseh No 1 Gbolo Kpalsitamalenorthern Regionns,1,0,0,0,0,0,100.0,0.0
"Sweet Belle Natural Mineral Water, N556 Grandview Height St., New Abirem, E/R",1,0,1,1,1,0,0.0,0.0
Sweet Fountain Natural Mineral Water & Beverage,1,0,1,1,1,0,0.0,0.0
Sweet Golden Enterprise,1,0,1,1,0,1,100.0,0.0
"Sweet Greens Com Limited, Hse. No. K209 Kalpohin Tamale",1,0,0,1,1,0,0.0,0.0
"Sweet Lady Beverages Limited., Kumasi, A/R",1,0,1,1,0,1,100.0,0.0
Sweet Mother Local Rice Ent,1,0,1,1,1,1,0.0,0.0
"Sweet Nutrition Limited, Accra, Ga/R",1,0,1,1,1,1,0.0,0.0
"Sweet Nutrition Limited, New Dawhenya",1,0,1,1,1,1,0.0,0.0
Sweet Twins Ent,1,0,0,1,1,1,0.0,0.0
Sweety Herbal Limited. Co. Accra,1,0,1,1,1,1,0.0,0.0
"Swiftstar Trans Ent., Accra G/A",1,0,1,1,0,1,100.0,0.0
Swiss Coffee Lounge & Bakery,1,0,1,1,1,1,0.0,0.0
"Supreme Eagles Ent., G/R",1,0,1,1,1,1,0.0,0.0
"Asaaba Naturals, Accra, Ga/R",1,0,1,0,0,0,100.0,0.0
"Asab Prime Ventures, Afienya, G/R",1,0,1,1,1,1,0.0,0.0
"Ark Autoparts Distribution, Accra",1,0,1,1,0,1,100.0,0.0
"Ark Life Sciences Private Limited, Tema",1,0,1,1,1,1,0.0,0.0
Arkion International,1,1,0,0,0,0,100.0,100.0
"Army Life Limited,A/R",1,0,1,0,0,0,100.0,0.0
"Aroma Queen Ent., Accra",1,0,1,1,0,1,100.0,0.0
"Artfibco Limited, Xw-0148-4124, Mangu. Wa, Uw/R",1,0,0,1,1,1,0.0,0.0
"Artic Fresh Coldstore, Accra, G/R",1,0,1,1,0,1,100.0,0.0
"Artillery Training School, Akoefe, V/R",1,0,1,1,1,1,0.0,0.0
"Aquahydro Limited., Koforidua, E/R",1,0,1,0,0,0,100.0,0.0
"Sylike Company Limited., Kumasi, A/R",1,0,1,1,1,1,0.0,0.0
"Sylsan Ent., Accra",1,0,1,1,1,0,0.0,0.0
Synokem Pharmaceuticals Limited 14/486 Sunder Vihar Paschim Vihar New Delhi 110087 India,1,1,0,1,0,1,100.0,100.0
Systochem Laboratories Limited,1,1,0,0,0,1,100.0,100.0
"T & H Limited., Kumasi, A/R",1,0,1,1,0,1,100.0,0.0
T&H Limited. Kumasi A/R,1,0,1,1,0,1,100.0,0.0
"T.T International Co. Limited., Accra",1,0,1,0,0,0,100.0,0.0
"Aquavibe Limited., Accra",1,0,1,1,1,1,0.0,0.0
Aquazee Enterprise,1,0,1,1,1,1,0.0,0.0
"Araouan Ventures, Accra",1,0,1,0,0,0,100.0,0.0
"Arhsaseth Vent., Accra",1,0,1,1,1,1,0.0,0.0
"Arise Special Drinking Water Ent., Accra",1,0,1,0,0,0,100.0,0.0
"Apex Ed Ghana Limited., Accra",1,0,1,1,1,1,0.0,0.0
"Tabs Foods, Accra",1,0,1,1,1,1,0.0,0.0
"Tagoe Sister Foods, Accra",1,0,1,1,1,1,0.0,0.0
"Tahiru Mohammed Farms & General Services, Wenchi, B/R",1,0,1,1,1,1,0.0,0.0
"Tahiss Enterprise, Xw-0331-1811 Napogbakole Res. Area Wa",1,0,1,1,0,1,100.0,0.0
Tak Met Enterprise,1,0,1,1,1,1,0.0,0.0
"Take Chop Foods, #2 Sakyi Mensah Block, Aburi- Kitase",1,0,1,1,1,1,0.0,0.0
"Tamanaa Company Limited, Nd",1,0,1,1,1,1,0.0,0.0
"Tamundu Ventures, Kasoa, C/R",1,0,1,1,1,1,0.0,0.0
"Aristopharma Limited - Address: 7, Purana Paltan Line, Dhaka–1000, Bangladesh",1,1,0,1,0,1,100.0,100.0
Aristopharma Limited 7 Purana Paltan Line Dhaka 1000 Bangladesh Aristopharma Limited 7 Purana Paltan Line Dhaka 1000 Bangladesh,1,1,0,0,0,1,100.0,100.0
"Appleman Enterprise. Accra, G/R",1,0,1,1,0,1,100.0,0.0
"Apricity Ent., Accra",1,0,0,1,0,1,100.0,0.0
"Aqua Fountain, Congo Villa, Kasoa",1,0,1,1,1,1,0.0,0.0
"Aqua King Mineral Water, Battor-Aveyime, V/R",1,0,1,1,1,1,0.0,0.0
Aqua Sip Ent,1,0,1,1,1,1,0.0,0.0
"Aqua-Rita Limited., Co., Accra",1,0,1,1,1,1,0.0,0.0
"Aquabolg Ent., Bolgatanga, U.E/R",1,0,1,1,1,1,0.0,0.0
"Aquahydro Limited, Nkawkaw",1,0,1,1,1,1,0.0,0.0
Tarps And Shades,1,0,1,0,0,0,100.0,0.0
"Tassylove Enterprise, Accra",1,0,0,1,1,1,0.0,0.0
"Tasty Blendz., Accra",1,0,1,1,1,1,0.0,0.0
"Tasty Chilli Foods, A/R",1,0,1,1,1,1,0.0,0.0
"Tasty Sip., Accra",1,0,1,1,1,1,0.0,0.0
"Tastyt Beverages & Trade., Accra",1,0,1,1,1,1,0.0,0.0
Tav Vertinaria S L Diagonal 6 S. Mart Barcelona Spain,1,1,0,0,0,1,100.0,100.0
Tawen Treasures,1,0,1,1,1,1,0.0,0.0
"The Maddock Ventures., Accra",1,0,1,1,0,1,100.0,0.0
The Madra P'Cals,1,1,0,0,0,1,100.0,100.0
"Teddekay Prestige Ent., A/R",1,0,1,1,1,1,0.0,0.0
"Teelapia By Buka Limited., Accra",1,0,1,1,1,1,0.0,0.0
"Tek Special Mineral Water, Apaaso, Kintampo, Bono East Region",1,0,1,1,1,1,0.0,0.0
"Tekgekab Vent., Accra",1,0,1,1,1,1,0.0,0.0
"Temperate Ent., A/R",1,0,1,1,0,1,100.0,0.0
Ten Thirty Farms Limited. Accra,1,0,1,1,1,1,0.0,0.0
"Tengabway Limited Company, Asamankese",1,0,1,1,1,1,0.0,0.0
"Teoframa S.R.L., Via Fratelli Cervi",1,1,0,0,0,1,100.0,100.0
"Teriaki & Albezem Trading Co. Limited., Accra",1,0,1,1,0,1,100.0,0.0
"Tankwa Bia Ventures, Accra, Ga/R",1,0,1,1,1,1,0.0,0.0
"Apex Touch Impressions., Accra",1,0,1,1,1,1,0.0,0.0
"Apozo One Healthy Life Foods, Accra",1,0,1,1,1,1,0.0,0.0
"Appeb Ent., Accra",1,0,1,1,0,1,100.0,0.0
"Appiakoma Trading Ent. Limited., Accra",1,0,1,1,0,1,100.0,0.0
"Antie Gina Ventures,A/R",1,0,1,1,1,1,0.0,0.0
"Anto Herbal Centre, Hohoe, V/R",1,0,1,1,1,1,0.0,0.0
"Ap House Premier Ventures, A/R",1,0,1,1,1,1,0.0,0.0
"Apaa Natural Mineral Water, Akote Tranyo, E/R",1,0,1,1,1,1,0.0,0.0
"Apaw Adom Farms, Obotumpan- Koforidua",1,0,1,1,1,1,0.0,0.0
"Apefran Ent., Dome",1,0,1,1,1,1,0.0,0.0
