client_clean,total_products,drug_products,food_products,countries_sourced,local_products,valid_products,import_pct,drug_pct
Apemeku Herbal Centre,1,0,0,1,1,1,0.0,0.0
"Apex Acme, Apowa, Takoradi, W/R",1,0,1,0,0,0,100.0,0.0
"Apex Bex Limited., Tarkwa W/R",1,0,1,1,0,1,100.0,0.0
Anidaso Nsae Herbal Centre,1,1,0,1,1,1,0.0,100.0
The Arab Pesticide And Vertinary Drugs Mfg. Co,1,1,0,1,0,1,100.0,100.0
"The Boujee Bar, Osabene- Koforidua E/R",1,0,1,1,1,1,0.0,0.0
"The Celebrated Company Limited, A/R",1,0,1,1,1,1,0.0,0.0
"The Coca Cola Bottling Co. Gh. Limited., Accra",1,0,1,1,1,1,0.0,0.0
The Fretete Limited. Co. Accra,1,0,1,1,1,1,0.0,0.0
The King Ike Owusu Ent,1,0,1,1,1,1,0.0,0.0
"Annointed Gihon Limited., Accra",1,0,1,1,1,1,0.0,0.0
"Annointing Ice Filtered Drinking Water, Accra",1,0,1,1,1,1,0.0,0.0
"The P.U.R.E Company Limited.,Benkrom,B/A",1,0,1,1,1,1,0.0,0.0
"The Potter""S Love Ent",1,0,1,0,0,0,100.0,0.0
"The Rice Queen Limited. Co., Accra",1,0,1,1,0,1,100.0,0.0
"The Tea House, Dawhenya",1,0,1,1,1,1,0.0,0.0
"Theo Ventures, Bator, V/R",1,0,1,1,1,1,0.0,0.0
"There'S Always A Way Enterprise, Aflao Avoeme",1,0,1,1,1,1,0.0,0.0
"Theresa Ganfaa Enterprise, Eg-294-4993, Haatso",1,0,1,1,1,1,0.0,0.0
Thesay Pharma,1,1,0,0,0,1,100.0,100.0
Thessy Special Cereals & Grains,1,0,0,1,1,1,0.0,0.0
"Anointed Hands Syl Kitchen Services, Asamang Tamfoe - E/R",1,0,0,1,1,1,0.0,0.0
Anonadaga Enterprise,1,0,1,1,1,1,0.0,0.0
Ansong Herbal Centre,1,1,0,1,1,1,0.0,100.0
"Antar Cosmetics , Ejisu",1,0,1,1,0,1,100.0,0.0
Anthony Ankrah Bosompim Company Limited,1,0,1,1,1,1,0.0,0.0
"Tinango Royal Ent,A/R",1,0,1,1,1,1,0.0,0.0
Tinarq Herbal,1,1,0,1,1,1,0.0,100.0
"Tinat Family Ventures., Accra",1,0,1,1,1,1,0.0,0.0
"Thom-Mat Ventures, Bugri - Tempane, Ue/R",1,0,1,1,1,1,0.0,0.0
Thomas Thompson Ventures P. O. Box Ta,1,0,0,1,0,0,100.0,0.0
Three Brothers Herbal Centre,1,1,0,1,1,0,0.0,100.0
"Three30, Accra",1,0,1,1,1,1,0.0,0.0
"Thy Rock Star Enterprise, Ajumako Bisease, C/R",1,0,1,1,1,1,0.0,0.0
"Anigye Popocorn, Koforidua- Adweso",1,0,1,1,1,1,0.0,0.0
Anim Ventures,1,0,1,1,1,1,0.0,0.0
"Animal Welfare League Limited By Guarantee, Accra",1,0,1,1,1,1,0.0,0.0
"Aniva 2000 Limited., Co., Accra",1,0,1,1,1,1,0.0,0.0
"Anlima Crispy Plantain Chips, Accra",1,0,1,1,1,1,0.0,0.0
"Ann Egyir Vent., Accra",1,0,1,1,0,1,100.0,0.0
Annan Capital Partners Limited. Accra,1,0,0,1,0,1,100.0,0.0
"Annoh And Sons Agro-Chem., Accra",1,0,1,1,0,1,100.0,0.0
Amponsah-Effah Pharmaceuticals Limited - P. O. Box 6462 Kumasi,1,1,0,1,1,1,0.0,100.0
Amptess Pharmacy Limited Asore Nkwanta Abrepo Ohwim Kumasi,1,1,0,0,0,1,100.0,100.0
"Anaslaw Ent., A/R",1,0,1,1,1,1,0.0,0.0
"Anaya Mineral Water. Bj 2415-4833, Asiri Bono Region",1,0,1,1,1,1,0.0,0.0
Andres Pintaluba S.A. Pol. Ind. Agro Reus C/Prudenci Betrana,1,1,0,1,0,1,100.0,100.0
"Andres Pintaluba,S.A - Pol. Ind. Agro-Reus | Prudenci Bertrana, 5 | 43206 Reus",1,1,0,1,0,1,100.0,100.0
Ang Lifesciences India,1,1,0,0,0,1,100.0,100.0
"Anico Foods Limited., Accra",1,0,1,1,1,1,0.0,0.0
Anidaso Anwonwade Nku Ventures,1,1,0,1,1,0,0.0,100.0
"Ametaglady Ad Ent., Accra",1,0,1,1,1,1,0.0,0.0
"Til Healthcare Private Limited - 72, Marshalls Road, Egmore, Chennai-600008, India",1,1,0,1,0,1,100.0,100.0
"Tilly'S Farm Limited., Accra",1,0,1,1,1,1,0.0,0.0
"Tim Supply Ent., Accra",1,0,1,1,1,1,0.0,0.0
"Time Steps Co. Limited. Accra, G/R",1,0,1,1,0,1,100.0,0.0
"Timjanrange Ghana Limited., Accra",1,0,1,1,0,1,100.0,0.0
Tina Boafo Ye Na Wholesale Enterprise,1,0,0,1,0,1,100.0,0.0
Aminc Enterprise,1,0,1,0,0,0,100.0,0.0
"Amoakoa Intergrated Farms Limited., Accra",1,0,1,1,1,1,0.0,0.0
"Amoanik Merchandise Limited. Co., Accra",1,0,1,1,0,1,100.0,0.0
"Amodei Tescos Bitters Ent., Mampong, E/R",1,0,1,0,0,0,100.0,0.0
Amoli Ibrahim Enterprise,1,0,1,1,1,1,0.0,0.0
"Amoma Hives, Accra",1,0,1,1,1,1,0.0,0.0
"Amosanku Ventures, Ho, V/R",1,0,1,1,1,1,0.0,0.0
"Ampaodch Ent., Accra",1,0,1,1,0,1,100.0,0.0
Amanta Healthcare Limited 5Th Floor Heritage Nr Gujarat Vidhy Apith Ahmedabad 380014 Gujarat India,1,1,0,1,0,1,100.0,100.0
"Tinty Foods, Kumasi, A/R",1,0,0,1,1,1,0.0,0.0
Tobinco Pharmaceuticals Limited P O Box Gp 13808 Accra,1,1,0,0,0,1,100.0,100.0
"Toblizz Mineral Water Limited,A/R",1,0,1,1,1,0,0.0,0.0
"Toku-Dum Ventures, Assin Fosu-Odumase, C/R",1,0,1,1,1,0,0.0,0.0
"Tomsco Ent., A/R",1,0,1,1,1,1,0.0,0.0
"Toni-B, Obuasi, A/R",1,0,1,1,1,1,0.0,0.0
Tikah Foods And More,1,0,1,1,1,1,0.0,0.0
"Amazing Florescent Vent., Accra",1,0,1,1,1,1,0.0,0.0
"Amazing Grace Shito., Accra",1,0,1,1,1,1,0.0,0.0
"Amdipharm Limited - Temple Chamber, 3 Burlington Road Dublin 4, Ireland",1,1,0,1,0,1,100.0,100.0
Ameat Enterprise,1,0,1,1,1,1,0.0,0.0
Amegh Pharma Pvt,1,1,0,1,0,0,100.0,100.0
"Amel Classic Ventures, Sunyani, Bono Region",1,0,1,1,1,1,0.0,0.0
"Amen Neevac Ent., Accra",1,0,1,1,1,1,0.0,0.0
"Alpha Industries Limited., Tema, G/A",1,0,1,1,1,1,0.0,0.0
"Total Commodities Africa Limited., Accra",1,0,1,1,0,1,100.0,0.0
"Towdah Merus Cocoa Limited. Co., Accra",1,0,1,1,1,1,0.0,0.0
"Tower Of Praise Group Limited,A/R",1,0,1,1,1,1,0.0,0.0
"Tracel Foods ,Accra",1,0,0,1,1,1,0.0,0.0
"Trademasters Consult And Logistics Limited. Accra, G/R",1,0,1,1,0,1,100.0,0.0
"Tradewinds Chemist Limited - Plot.98 Blk. 1, Ayigya-Kumasi",1,1,0,1,1,1,0.0,100.0
"Tradex Umoja Limited., Cantonments",1,0,1,1,0,1,100.0,0.0
"Tinsmark Agro Limited., Accra",1,0,1,1,0,1,100.0,0.0
"Almond Tree Co. Limited., Accra G/R",1,0,1,1,0,1,100.0,0.0
Alpha Duo Pharma Limited,1,1,0,1,0,1,100.0,100.0
Alcon Couvreur Nv Rijksweg 14 2870 Puurs-Belgium,1,1,0,1,0,1,100.0,100.0
Treasure Care Clearing & Logistics Service Limited,1,0,0,1,0,1,100.0,0.0
"Tree Honey Farms Limited, Somanya, E/R",1,0,1,1,1,1,0.0,0.0
"Trendmaker Y2K Ent., Accra",1,0,1,1,0,1,100.0,0.0
Trentium Lifesciences Private Limited,1,1,0,0,0,1,100.0,100.0
"Trignaire Ent., Accra",1,0,1,1,1,1,0.0,0.0
Triple Ice Mineral Water C/O,1,0,1,1,1,1,0.0,0.0
"Triple Jo-Jo Ventures, Apremdo Estate, Ws-639-3788, W/R",1,0,1,1,1,1,0.0,0.0
Tooneken,1,0,1,1,1,1,0.0,0.0
"Altare Commodities, Tema, Ga/R",1,0,1,1,1,1,0.0,0.0
"Altramex Limited., Accra",1,0,1,1,0,1,100.0,0.0
Alwayscool,1,0,1,1,1,1,0.0,0.0
Am-Sultana Enterprise,1,0,1,1,1,1,0.0,0.0
"Amab Ent., Accra G/A",1,0,1,1,0,1,100.0,0.0
"Tulip Water, Hohoe, V/R",1,0,1,1,1,0,0.0,0.0
"Twabidi Limited Company, A/R",1,0,1,1,1,1,0.0,0.0
"Trixie'S Health Foods, Accra",1,0,1,1,1,1,0.0,0.0
"Tropi Dream Up Ventures, Community 3, Tema. G/R",1,0,1,1,0,1,100.0,0.0
"Tropical Foods Tech Limited., Accra, G.R",1,0,1,1,1,1,0.0,0.0
"Tropical Snacks, Accra",1,0,1,1,1,1,0.0,0.0
"Tropical Zone Industry Limited., Accra",1,0,1,1,1,1,0.0,0.0
"Tropo Farms Limited, Farm House-Mpakadan",1,0,1,1,1,1,0.0,0.0
"Troy Hills Limited., Accra",1,0,0,1,0,1,100.0,0.0
Tru Bread,1,0,1,1,1,1,0.0,0.0
"Tru'S Bakery Limited, Accra",1,0,1,1,1,1,0.0,0.0
"True Oak Ent., A/R",1,0,1,1,0,1,100.0,0.0
All Is Not Over Herbal Centre,1,1,0,1,1,1,0.0,100.0
"All White Mineral Water, Sunyani, B/R",1,0,1,1,1,1,0.0,0.0
"Allca Bio-Technology Co. Limited., Kasoa, C/R",1,0,1,1,1,1,0.0,0.0
Allow Natural Ventures,1,0,1,1,0,1,100.0,0.0
"Alexcect Ent., A/R",1,0,1,1,1,1,0.0,0.0
Alfei Company Limited,1,0,0,1,0,1,100.0,0.0
"Algreen Supreme Processing Limited., Accra",1,0,1,1,1,1,0.0,0.0
Ali Anfaani Cool Water,1,0,1,1,1,1,0.0,0.0
"Ali Murtaza Ent., Accra",1,0,1,1,0,1,100.0,0.0
"Alicia Spring Water Limited., Akrade, E/R",1,0,1,1,1,1,0.0,0.0
"Alishea Organics, Accra",1,0,1,1,1,1,0.0,0.0
"Aliu Abdulai Ent., A/R",1,0,1,1,1,1,0.0,0.0
"Akwaaba Sof Co. Limited., Accra, G/A",1,0,1,1,1,1,0.0,0.0
Trusted Brothers Limited,1,0,1,1,1,0,0.0,0.0
"Trutech Services Limited, A/R",1,0,1,1,1,1,0.0,0.0
Truthful Faith Herbal And Research Centre,1,0,0,1,1,1,0.0,0.0
"Try Becks Palm Oil, Tema",1,0,1,1,1,1,0.0,0.0
"Tsui Bleoo Ent., Accra",1,0,1,1,1,1,0.0,0.0
"Tt International Limited., G/R",1,0,1,1,1,1,0.0,0.0
Tuadoma Forever Company Limited,1,1,0,1,1,1,0.0,100.0
Al-Dawu Ent,1,0,1,1,1,1,0.0,0.0
Al-Mutaadida For Cosmetics Manufacturing Co,1,1,0,0,0,1,100.0,100.0
Alaturca Medikal Diş Ticaret A.S Gazi Mustafa Kemal Mahallesi Fatih Cad,1,0,0,1,0,1,100.0,0.0
"Albert Water Services, Nsawam Adoagyiri, E/R",1,0,1,0,0,0,100.0,0.0
Akankele Enterprise,1,0,1,1,1,1,0.0,0.0
"Twelve 19 Services, Accra, Ga/R",1,0,1,0,0,0,100.0,0.0
"Twum Antwi Ent., Techiman, B/R",1,0,1,1,1,1,0.0,0.0
"Twumarf Enterprise, Accra North, G/R",1,0,1,1,0,1,100.0,0.0
Tydamat,1,0,1,1,1,1,0.0,0.0
"Tylj Company Limited, Accra",1,0,1,1,1,1,0.0,0.0
U2 Co. Limited,1,0,1,1,0,1,100.0,0.0
Ultimate Shipping And Supply Services,1,0,0,1,0,1,100.0,0.0
"Ultra Beverages Limited., Accra",1,0,1,1,1,1,0.0,0.0
Trumpf Buur Enterprise,1,0,1,1,0,1,100.0,0.0
Alcon Nv Station Straat 55 B 2800 Mechelen,1,1,0,0,0,0,100.0,100.0
Alcon Pharmaceuticals Limited,1,1,0,1,0,1,100.0,100.0
"Akoms.Ceremiks Ventures, H/No. Pj/16",1,0,1,1,1,1,0.0,0.0
Akrorich Amponsah Enterprise,1,0,1,0,0,0,100.0,0.0
"Akurugu Joseph Ventures Mw-0081-6447 Sandan Fongu Behind Goil, Walewale",1,0,1,1,1,1,0.0,0.0
"Akwaaba Fine Foods Limited, Accra",1,0,1,1,1,1,0.0,0.0
"Unican Trading Ent., Accra, Ga/R",1,0,1,1,1,1,0.0,0.0
Unichem Ghana Limited - P. O Box 15146 Accra North,1,1,0,1,1,1,0.0,100.0
Unicom Chemist Limited - 214 Winneba Road Next To Takoradi Flour Mill Depot Chaaba Accra,1,1,0,1,0,0,100.0,100.0
Unicom Chemist Limited - Hse No 214 Winneba Odorkor Road Near Mallam Junction,1,1,0,1,0,1,100.0,100.0
"Unicom Chemist Limited - Hse No. 214, Chabaa Winneba Road, Accra",1,1,0,0,0,1,100.0,100.0
Akwan Herbal Centre,1,1,0,1,1,1,0.0,100.0
"Akwasi Agyapong 58 Ent, Kumasi, A/R",1,0,1,1,0,1,100.0,0.0
Akwasi Agyapong 58 Enterprise,1,0,0,1,0,1,100.0,0.0
Akyere Bruwaa Toiletries,1,0,0,1,0,1,100.0,0.0
Al - Don King Motors And Trading,1,0,1,1,1,1,0.0,0.0
Al Mushakir Herbal,1,1,0,1,0,0,100.0,100.0
"Al Rahma Foods And Beverages, Kumasi, A/R",1,0,1,1,0,1,100.0,0.0
Aj-Pemxian Enterprise,1,0,1,1,1,1,0.0,0.0
"Aja Decor., Koforidua, E/R",1,0,1,1,1,1,0.0,0.0
"Ak Hanifaz Trading, Accra",1,0,1,1,0,1,100.0,0.0
"Agro Culture Promotion & Branding Services, Accra",1,0,1,1,0,1,100.0,0.0
"Unifa Brothers Gh. Limited., Accra",1,0,1,1,1,1,0.0,0.0
"Unimanuel Ventures, Takoradi, W/R",1,0,1,1,1,1,0.0,0.0
"Unique Afro Mart. Mama Ventures., Accra",1,0,1,1,1,1,0.0,0.0
"Unique Natural Yoghurt., Accra",1,0,1,1,1,1,0.0,0.0
"Unique Solution Farms., Nsawam, E/R",1,0,1,1,1,1,0.0,0.0
"Unique Unit Company Limited., Okoto Street- Asamankese",1,0,1,1,1,1,0.0,0.0
Unisearch Limited Gl- 042-2087 House No 12 F278/5 Near Formar Kuwait Embassy Labone La Dade Kotopon,1,1,0,0,0,1,100.0,100.0
"United Hearts Foundation, Bawjiase, C/R",1,0,1,1,1,1,0.0,0.0
United Icon Groups,1,0,1,1,1,1,0.0,0.0
"Unity Agro Centre Enterprise, Bono Region",1,0,1,1,0,1,100.0,0.0
"Akenkey Ent., Nkawkaw, E/R",1,0,1,1,1,1,0.0,0.0
"Akomaah Glory Co. Limited., Accra",1,0,1,1,0,1,100.0,0.0
"Vellavive Group Limited Company., Accra",1,0,1,1,1,1,0.0,0.0
"Up-Flo Quench Mineral Water, Accra",1,0,1,1,1,1,0.0,0.0
Up-Town Grace Guest House,1,0,1,1,1,1,0.0,0.0
Us Pharma Pvt. Limited India,1,1,0,0,0,1,100.0,100.0
"V Lina'S Organic Honey., Accra",1,0,1,1,1,1,0.0,0.0
"V Source Co. Limited., Accra",1,0,1,1,0,1,100.0,0.0
"V.M.D Nv - , Belgium",1,1,0,0,0,1,100.0,100.0
"Va Unity Transport And Farms Limited., Dormaa-Ahenkro, B/A",1,0,1,1,0,1,100.0,0.0
"Valley Fresh Co. Limited., Accra",1,0,1,1,1,1,0.0,0.0
"Ahwenepa Ventures, Akutuase, A/R",1,0,1,1,1,1,0.0,0.0
Air Force Base Takoradi,1,0,1,1,1,1,0.0,0.0
Aisha Tigernut,1,0,1,1,1,1,0.0,0.0
"Aj Franjo Ent., Koforidua, E/R",1,0,1,0,0,0,100.0,0.0
"Aj Mineral Water, A/R",1,0,1,1,1,1,0.0,0.0
Aj Vaccines A/S,1,1,0,1,0,1,100.0,100.0
Aj Vee'S Ent,1,0,1,1,1,0,0.0,0.0
"Agro Kings Limited, Accra",1,0,1,1,1,1,0.0,0.0
Agromine Industries Limited,1,0,0,1,1,0,0.0,0.0
Agrovets Limited,1,1,0,0,0,1,100.0,100.0
"Aguafer Mineral Water Ent., A/R",1,0,1,1,1,1,0.0,0.0
"Agya Takyi Bronya Enterprise, Miremano-Japekrom, Drobo, Bono Region",1,0,1,1,1,1,0.0,0.0
"Agyenkwa Gari, Accra",1,0,1,1,1,1,0.0,0.0
"Agyiluu Ent., Accra",1,0,1,1,1,1,0.0,0.0
Ahmnat811 Ent. Accra G/A,1,0,1,1,1,1,0.0,0.0
Ahodwo Farms Limited,1,0,0,1,1,1,0.0,0.0
Ag Kristal Home. Plot No. 70 Block C. Adwame East Berekum Bono Region,1,0,0,1,1,1,0.0,0.0
"Vanmovany Limited., Accra",1,0,1,1,1,1,0.0,0.0
"Vansky Limited., Accra",1,0,1,1,0,1,100.0,0.0
"Varsha Labs Llp - No 19/D Kiadb Industrial Area 1St Phase Kumbalagodu Kengeri Hobli Bengaluru South Bengaluru 560074, India",1,1,0,1,0,1,100.0,100.0
Vebta Ventures,1,0,1,1,1,1,0.0,0.0
"Veedab Royal Ventures., Cape Coast, C/R",1,0,1,1,1,1,0.0,0.0
"Vega Biotec Pvt Limited 23, Sahajanand Industrial Estate Akota Mujmahuda Vadodara Gujarat 390020 India",1,1,0,0,0,1,100.0,100.0
"Agbeleme Ent., Abor, V/R",1,0,1,1,1,1,0.0,0.0
"Agenda Inspirations Ventures., Accra",1,0,1,1,1,1,0.0,0.0
"Agendikof Limited Company, Koforidua, E/R",1,0,1,1,1,1,0.0,0.0
"Agio Pharmaceuticals Limited - H. O. A-38, Nandjyot Industrial Estate, Andheri Kurla Road, Safed Pool, Andheri East, Mumbai City, Maharashtra, Mumbai City, India",1,1,0,1,0,1,100.0,100.0
"Agissland Limited Company, Akiss Street- Akim Oda",1,0,1,1,1,1,0.0,0.0
"Aglow Farms Limited., Gomoa-Potsin, C/R",1,0,1,1,1,1,0.0,0.0
"Agpee Company Limited, Tema, G/R",1,0,1,1,0,1,100.0,0.0
"Agri Innovation Consult Limited., Accra",1,0,1,1,0,1,100.0,0.0
"Agri Insight Trading Limited., Accra",1,0,1,0,0,0,100.0,0.0
"Africagro Co., Limited., Accra",1,0,1,1,0,1,100.0,0.0
"Venture Nexus Limited., Accra",1,0,1,1,1,1,0.0,0.0
"Venture Pulse Enterprise, Accra, Ga/R",1,0,1,1,1,1,0.0,0.0
Vermall Pharma Pvt,1,1,0,0,0,1,100.0,100.0
"Vgserengeti Ghana Limited. Accra, G/R",1,0,1,1,0,1,100.0,0.0
Viatris Pharmaceuticals Pty Limited 2B Reverend Ogunbiyi Street Ikeja Gra Lagos Nigeria,1,1,0,0,0,1,100.0,100.0
Valley Grade Ventures,1,0,1,1,1,1,0.0,0.0
"Afrifa Farms, A/R",1,0,1,1,1,1,0.0,0.0
"Afrigem Global Inv. Limited., Accra",1,0,1,1,0,1,100.0,0.0
"Afrilanco Co., Limited., Accra",1,0,1,1,0,1,100.0,0.0
"Afro 7 Gh. Limited., Tema",1,0,1,1,0,1,100.0,0.0
Afro Mafia Liquor & Co Limited,1,0,1,0,0,0,100.0,0.0
Afrolynk-Acme Limited Company,1,0,1,1,1,1,0.0,0.0
"Afrotropic Cocoa Processing Co. Limited., Accra",1,0,1,1,0,1,100.0,0.0
"Afab Developments Company Limited, Accra, G/R",1,0,1,1,0,1,100.0,0.0
Victor Ocran Herbal Centre,1,1,0,1,1,0,0.0,100.0
"Victoria Distilleries Limited., Accra",1,0,1,1,1,1,0.0,0.0
"Victory Ice Mineral Water, New Abirem, E/R",1,0,1,1,1,1,0.0,0.0
"Victory Products Ent., Takoradi, W/R",1,0,1,1,1,1,0.0,0.0
"Vicyp C.C Ventures, Peki Avetile, Volta Region",1,0,1,1,1,1,0.0,0.0
"Vidaso Special Drinking Water,Ent. A/R",1,0,1,0,0,0,100.0,0.0
"Vielung Enterprise, Xj-0013-9542, Community Nursing School, Jirapa, Uw/R",1,0,1,1,1,1,0.0,0.0
"Agabot Enterprise, Wassa Afransie, Wx-2577-3353, W/R",1,0,1,0,0,0,100.0,0.0
"Africa Asia Co. Limited., Accra",1,0,1,1,0,1,100.0,0.0
"Africa Everest Limited. Co. Accra, G/R",1,0,1,1,0,1,100.0,0.0
"Africa Snap Solutions Limited, Accra",1,0,1,1,0,1,100.0,0.0
"Adom Rensa Da, Sefwi Dwinase, Cocoa Dua Lane, Wg-0013-2859, W/N",1,0,1,1,1,1,0.0,0.0
"Vijeff Ent., Cape Coast, C/R",1,0,1,1,1,1,0.0,0.0
"Viktry Towers Limited., Accra",1,0,1,1,1,1,0.0,0.0
"Village Aroma, Accra",1,0,1,1,1,1,0.0,0.0
"Village Foods, Accra",1,0,1,1,1,1,0.0,0.0
"Vimaco Fisheries Vent., Tema",1,0,0,1,0,1,100.0,0.0
Vimos-Mum Enterprise,1,0,0,1,0,0,100.0,0.0
"Vincent Lavoe Ent., Labolabo, E/R",1,0,1,1,1,1,0.0,0.0
"Vincere Group Limited, Accra",1,0,1,0,0,0,100.0,0.0
"Vind Limited., Accra",1,0,1,1,0,1,100.0,0.0
"Vine Natural Beverages, A/R",1,0,1,1,1,1,0.0,0.0
"African Farms Bureau Limited, Accra",1,0,1,1,0,1,100.0,0.0
"Africonut., Accra",1,0,1,1,1,1,0.0,0.0
Viyak City Limited Company,1,0,1,1,1,1,0.0,0.0
Vins Bioproducts Limited,1,1,0,0,0,1,100.0,100.0
"Virbae Leve Ave. 2065M Lid 06516 Carros Cedex, France",1,0,0,1,0,1,100.0,0.0
Virgin Grains Ent. Accra,1,0,1,1,0,1,100.0,0.0
Viridi Green Support,1,0,0,1,1,1,0.0,0.0
"Visap Seafoods Ghana Limited., Tama",1,0,1,1,1,1,0.0,0.0
"Vision 005 Enterprise, Tema, G/R",1,0,1,1,0,1,100.0,0.0
Vita Organics. P. O. Box Ds 2129 Dansoman. New Weija Broadcasting Junction,1,1,0,0,0,1,100.0,100.0
"Vita Super Cool Limited., Accra",1,0,1,1,1,1,0.0,0.0
Afafranto Beauty & Stylechief Martin Streetnear Freedom Streetopposite Hfc Estate C25,1,0,0,0,0,0,100.0,0.0
"Afazak Ent., A/R",1,0,1,1,1,1,0.0,0.0
Afb Golden Enterprise,1,0,0,0,0,0,100.0,0.0
Afg Limited,1,0,1,1,0,1,100.0,0.0
"Afia E. G. Ent., Oyarifa Special Ice Yt Estate, Gm",1,0,0,1,1,1,0.0,0.0
Afrach Company Limited,1,0,0,1,0,1,100.0,0.0
"Afribev Brands Limited., Suhum, E/R",1,0,1,0,0,0,100.0,0.0
Adomsare Ventures,1,0,1,1,1,1,0.0,0.0
"Adonai Investment Limited Company, C/R",1,0,1,1,1,1,0.0,0.0
Advacare Pharmaceuticals Limited,1,1,0,1,0,0,100.0,100.0
Advacare Pharmaceuticals Limited. Ab West Business Center,1,1,0,0,0,1,100.0,100.0
Advent International Limited,1,0,0,1,0,1,100.0,0.0
"Advent Life Mineral Water Limited., A/R",1,0,1,1,1,1,0.0,0.0
Aedifico Enterprise,1,0,1,0,0,0,100.0,0.0
Aero-Chem Neutron 803/B Synergy Tower Corporate Road Besides Vodafone House Off Sg Road Prahlad Nagar Ahmedabad Gujarat 380051 India,1,1,0,0,0,1,100.0,100.0
"Aetos Foods Enterprise, Accra North",1,0,1,1,0,1,100.0,0.0
"Adenab-Jay Co. Limited., Accra",1,0,1,1,0,0,100.0,0.0
"Vitalife Natural Drink., Accra",1,0,1,1,1,1,0.0,0.0
Vitane Pharma Gmbh,1,1,0,1,0,1,100.0,100.0
Vitane Pharmaceuticals,1,1,0,0,0,1,100.0,100.0
"Viv Catering Services, Accra",1,0,1,1,1,1,0.0,0.0
"Viva-Life Limited., Accra",1,0,1,1,0,1,100.0,0.0
Vivir Pharma,1,1,0,1,0,1,100.0,100.0
Adeinsuo Ice Ent. Kpanikrom - Adeiso,1,0,1,1,1,1,0.0,0.0
"Adelmarie Vent., Accra",1,0,1,1,0,1,100.0,0.0
"Achievers Catering Centre, Akropong-Akuapem, E/R",1,0,1,0,0,0,100.0,0.0
Voyagen Uk Limited,1,1,0,1,0,1,100.0,100.0
"Vp Vizelle Ent., Accra",1,0,1,1,0,1,100.0,0.0
Waby Kay Vent. Accra,1,0,1,0,0,0,100.0,0.0
Adepa Ventures And Production,1,1,0,1,1,1,0.0,100.0
Adisplash Natural Mineral Water Limited,1,0,1,1,1,1,0.0,0.0
"Adjentutu Industries Limited., Akwamu Senchi, E/R",1,0,1,0,0,0,100.0,0.0
"Adlux Ent., Accra",1,0,1,1,1,1,0.0,0.0
Adom Bi Ntsi Herbal Centre,1,1,0,1,1,0,0.0,100.0
"Adom Dande Natural Herbal Clinic, H/No. Tma 0211, Old Anyinabrem, Techiman, Bx-0667-6928, Bono East Region",1,0,1,1,1,1,0.0,0.0
"Adom Gibreel Ent., Asankragua, W/R",1,0,1,1,1,1,0.0,0.0
Adom Nyame Nsuo,1,0,1,1,1,0,0.0,0.0
"Adam Dental And Medical Services - No. F42/6, Labone Crescent, Accra, Ghana",1,1,0,1,0,1,100.0,100.0
Adomah-Ba Ventures,1,0,0,1,0,1,100.0,0.0
Action Pharmacy Limited,1,1,0,1,0,1,100.0,100.0
"Active Life Dietary Health Services Limited, Accra",1,0,1,1,1,1,0.0,0.0
Wajeeh Halim Ice Enterprise. Hse No. Block A 519 Sagnarigu Kukuo,1,0,1,1,1,1,0.0,0.0
"Wakaf Purified Water, Akwadum, E/R",1,0,1,1,1,1,0.0,0.0
"Wake & Bake Limited., Accra",1,0,1,1,1,1,0.0,0.0
"Wala Africa Limited., Accra",1,0,0,1,1,1,0.0,0.0
"Wala Water And Beverage Ent., Accra",1,0,1,1,1,0,0.0,0.0
"Walk Softwares, Sunyani, B/R",1,0,1,1,1,1,0.0,0.0
Wandalands Multiverse. Accra G/A,1,0,1,1,1,1,0.0,0.0
"Vks Ghana Limited., Accra",1,0,1,1,0,1,100.0,0.0
Adam Dental And Medical World Company Limited,1,1,0,1,0,1,100.0,100.0
"Adams Star Ventures, Amanfrom-Adenta",1,0,1,0,0,0,100.0,0.0
"Adansi Sweet Co. Limited., Kumasi, A/R",1,0,1,1,1,1,0.0,0.0
"Adashie Gh. Limited., Accra",1,0,1,1,0,1,100.0,0.0
Addpharma,1,1,0,1,0,1,100.0,100.0
"Adeanchi Limited Co., Accra",1,0,1,1,0,1,100.0,0.0
"Accraian Ventures, Chinto - Nsawam, E/R",1,0,1,1,1,1,0.0,0.0
Accubiotech Company Limited,1,0,0,1,0,1,100.0,0.0
"Aces Food Diaries, Accra. G/R",1,0,1,0,0,0,100.0,0.0
Weigao Medical Ghana Limited Company,1,0,0,1,0,1,100.0,0.0
"Wek'S-Ton Trading., Accra",1,0,1,1,1,1,0.0,0.0
"Wellbeing Natural Products Gh. Limited., Nsawam, E/R",1,0,1,1,1,1,0.0,0.0
Wellgiant Pharmacy Limited P. O. Box An 5527 Accra-North,1,1,0,0,0,1,100.0,100.0
Wellkerr Medical Lab Surgical Supplies,1,0,0,1,0,1,100.0,0.0
"Wellness Shot Bar Limited., Accra",1,0,1,1,1,1,0.0,0.0
Wematu Ventures,1,0,1,1,1,1,0.0,0.0
"Wesley Nsu Pa, Akyem Oda",1,0,1,1,1,1,0.0,0.0
"Achis Beverages, A/R",1,0,1,1,1,1,0.0,0.0
Acino Pharma,1,1,0,1,0,1,100.0,100.0
Ackartious Ent,1,0,1,1,1,1,0.0,0.0
